didok,stationsbezeichnung,service,periodevon,periodebis,von1,bis1,von2,bis2,von3,bis3,Mo,Di,Mi,Do,Fr,Sa,So,Oeffnungsdauer,Dauer Mo-Fr,Dauer Sa,Dauer So,Unternehmung,geopos,ID
5307,Chiasso,Fundservice,01.01.2013,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:03:28+00:53,,,0,0,0,0,0,1,0,8.40 Std/Min.,43.20 Std/Min.,8.40 Std/Min.,,FFS,"45.8321788009, 9.03144057629",3600
5163,Realp,"Billette, Abonnemente, Freizeitangebote",01.01.2015,01.01.1931,0001-01-01T06:48:28+00:53,0001-01-01T22:58:28+00:53,,,,,1,1,1,1,1,1,1,16.10 Std/Min.,80.50 Std/Min.,16.10 Std/Min.,16.10 Std/Min.,MGB,"46.5986330191, 8.5034581036",3601
5163,Realp,Fundservice,,01.01.1931,0001-01-01T06:48:28+00:53,0001-01-01T22:58:28+00:53,,,,,1,1,1,1,1,1,1,16.10 Std/Min.,80.50 Std/Min.,16.10 Std/Min.,16.10 Std/Min.,MGB,"46.5986330191, 8.5034581036",3602
5163,Realp,Gepäck,01.01.2015,01.01.1931,0001-01-01T06:48:28+00:53,0001-01-01T22:58:28+00:53,,,,,1,1,1,1,1,1,1,16.10 Std/Min.,80.50 Std/Min.,16.10 Std/Min.,16.10 Std/Min.,MGB,"46.5986330191, 8.5034581036",3603
5163,Realp,Gepäckaufbewahrung,01.01.2008,01.01.2014,0001-01-01T07:08:28+00:53,0001-01-01T22:08:28+00:53,,,,,1,1,1,1,1,1,1,15.0 Std/Min.,75.0 Std/Min.,15.0 Std/Min.,15.0 Std/Min.,MGB,"46.5986330191, 8.5034581036",3604
5163,Realp,Kundendienst,01.01.2008,01.01.2014,0001-01-01T07:08:28+00:53,0001-01-01T22:08:28+00:53,,,,,1,1,1,1,1,1,1,15.0 Std/Min.,75.0 Std/Min.,15.0 Std/Min.,15.0 Std/Min.,MGB,"46.5986330191, 8.5034581036",3605
5176,Sedrun,"Billette, Abonnemente, Freizeitangebote",01.01.2003,01.01.2015,0001-01-01T09:03:28+00:53,0001-01-01T13:33:28+00:53,0001-01-01T15:13:28+00:53,0001-01-01T18:33:28+00:53,,,1,1,1,1,1,,,7.50 Std/Min.,39.10 Std/Min.,,,MGB,"46.6810660346, 8.76977687553",3606
5176,Sedrun,"Billette, Abonnemente, Freizeitangebote",01.01.2029,01.01.2013,0001-01-01T09:03:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,1,1,0,0,7.50 Std/Min.,39.10 Std/Min.,,,MGB,"46.6810660346, 8.76977687553",3607
5176,Sedrun,Gepäck,01.01.2003,01.01.2015,0001-01-01T09:03:28+00:53,0001-01-01T13:33:28+00:53,0001-01-01T15:13:28+00:53,0001-01-01T18:33:28+00:53,,,1,1,1,1,1,,,7.50 Std/Min.,39.10 Std/Min.,,,MGB,"46.6810660346, 8.76977687553",3608
5176,Sedrun,Gepäck,01.01.2010,,0001-01-01T08:03:28+00:53,0001-01-01T20:03:28+00:53,,,,,1,1,1,1,1,1,1,12.0 Std/Min.,60.0 Std/Min.,12.0 Std/Min.,12.0 Std/Min.,MGB,"46.6810660346, 8.76977687553",3609
5176,Sedrun,Gepäckaufbewahrung,,01.01.2010,0001-01-01T08:03:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T14:53:28+00:53,0001-01-01T19:03:28+00:53,,,1,1,1,1,1,1,1,8.30 Std/Min.,42.30 Std/Min.,8.30 Std/Min.,8.30 Std/Min.,MGB,"46.6810660346, 8.76977687553",3610
5201,Airolo,Drittverkauf,,01.01.1930,0001-01-01T08:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,0,0,0,0,0,1,0,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,,FFS,"46.5275264817, 8.6086051345",3611
5201,Airolo,Drittverkauf,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,,,,,,,,,,,1,4.0 Std/Min.,,,4.0 Std/Min.,FFS,"46.5275264817, 8.6086051345",3612
5201,Airolo,Drittverkauf,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,,,1,,8.0 Std/Min.,,8.0 Std/Min.,,FFS,"46.5275264817, 8.6086051345",3613
5201,Airolo,Drittverkauf,01.01.2016,01.01.2029,0001-01-01T08:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,1,1,1,1,1,0,0,9.0 Std/Min.,45.0 Std/Min.,,,FFS,"46.5275264817, 8.6086051345",3614
5201,Airolo,Drittverkauf,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,,,10.0 Std/Min.,50.0 Std/Min.,,,FFS,"46.5275264817, 8.6086051345",3615
5209,Biasca,Geldwechsel,,01.01.1930,0001-01-01T09:23:28+00:53,0001-01-01T11:23:28+00:53,,,,,,,,,,1,,2.0 Std/Min.,,2.0 Std/Min.,,FFS,"46.351982918, 8.97416705214",3616
5209,Biasca,Gepäck,01.01.2004,01.01.1930,0001-01-01T09:23:28+00:53,0001-01-01T11:08:28+00:53,,,,,,,,,,1,,1.45 Std/Min.,,1.45 Std/Min.,,FFS,"46.351982918, 8.97416705214",3617
5209,Biasca,Gepäckaufbewahrung,,01.01.1931,0001-01-01T13:23:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,6.0 Std/Min.,30.0 Std/Min.,,,FFS,"46.351982918, 8.97416705214",3618
5209,Biasca,Gruppenreisen,,01.01.1930,0001-01-01T09:23:28+00:53,0001-01-01T11:23:28+00:53,,,,,,,,,,1,,2.0 Std/Min.,,2.0 Std/Min.,,FFS,"46.351982918, 8.97416705214",3619
5209,Biasca,Western Union,,01.01.1930,0001-01-01T09:23:28+00:53,0001-01-01T11:23:28+00:53,,,,,,,,,,1,,2.0 Std/Min.,,2.0 Std/Min.,,FFS,"46.351982918, 8.97416705214",3620
5213,Bellinzona,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,1,11.0 Std/Min.,,11.0 Std/Min.,11.0 Std/Min.,FFS,"46.195436816, 9.02950898687",3621
5213,Bellinzona,Fundservice,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:38:28+00:53,,,,,,,,,,1,1,10.45 Std/Min.,,10.45 Std/Min.,10.45 Std/Min.,FFS,"46.195436816, 9.02950898687",3622
5213,Bellinzona,Fundservice,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,,,11.45 Std/Min.,58.45 Std/Min.,,,FFS,"46.195436816, 9.02950898687",3623
5213,Bellinzona,Geldwechsel,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,,1,1,11.0 Std/Min.,,11.0 Std/Min.,11.0 Std/Min.,FFS,"46.195436816, 9.02950898687",3624
5213,Bellinzona,Geldwechsel,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,FFS,"46.195436816, 9.02950898687",3625
5213,Bellinzona,Gepäckaufbewahrung,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,1,1,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,10.0 Std/Min.,FFS,"46.195436816, 9.02950898687",3626
5300,Lugano,"Billette, Abonnemente, Freizeitangebote",01.01.2018,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,1,1,12.0 Std/Min.,60.0 Std/Min.,12.0 Std/Min.,12.0 Std/Min.,FFS,"46.0055057275, 8.94687441524",3627
5300,Lugano,DHL,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,1,1,12.0 Std/Min.,60.0 Std/Min.,12.0 Std/Min.,12.0 Std/Min.,FFS,"46.0055057275, 8.94687441524",3628
5300,Lugano,Velovermietung,01.01.2018,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T15:53:28+00:53,0001-01-01T18:23:28+00:53,,,1,1,1,1,1,1,1,6.30 Std/Min.,32.30 Std/Min.,6.30 Std/Min.,6.30 Std/Min.,FFS,"46.0055057275, 8.94687441524",3629
5305,Mendrisio,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:23:28+00:53,,,1,1,1,1,1,,,9.30 Std/Min.,47.30 Std/Min.,,,FFS,"45.8691205007, 8.97860209025",3630
5305,Mendrisio,Eventtickets,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:23:28+00:53,,,1,1,1,1,1,,,9.30 Std/Min.,47.30 Std/Min.,,,FFS,"45.8691205007, 8.97860209025",3631
5305,Mendrisio,Fundservice,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,1,,7.30 Std/Min.,,7.30 Std/Min.,,FFS,"45.8691205007, 8.97860209025",3632
5305,Mendrisio,Gepäck,01.01.2012,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,1,,6.30 Std/Min.,,6.30 Std/Min.,,FFS,"45.8691205007, 8.97860209025",3633
5307,Chiasso,"Billette, Abonnemente, Freizeitangebote",,01.01.2012,0001-01-01T08:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:03:28+00:53,,,,,,,,1,,8.50 Std/Min.,,8.50 Std/Min.,,FFS,"45.8321788009, 9.03144057629",3634
5307,Chiasso,"Billette, Abonnemente, Freizeitangebote",01.01.2013,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:03:28+00:53,,,0,0,0,0,0,1,0,8.40 Std/Min.,43.20 Std/Min.,8.40 Std/Min.,,FFS,"45.8321788009, 9.03144057629",3635
5307,Chiasso,"Billette, Abonnemente, Freizeitangebote",01.01.2013,01.01.1931,0001-01-01T10:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:03:28+00:53,,,0,0,0,0,0,0,1,7.10 Std/Min.,35.50 Std/Min.,,7.10 Std/Min.,FFS,"45.8321788009, 9.03144057629",3636
5307,Chiasso,Eventtickets,01.01.2013,01.01.1931,0001-01-01T10:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:03:28+00:53,,,0,0,0,0,0,0,1,7.10 Std/Min.,35.50 Std/Min.,,7.10 Std/Min.,FFS,"45.8321788009, 9.03144057629",3637
5307,Chiasso,Fundservice,,01.01.2012,0001-01-01T08:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:03:28+00:53,,,,,,,,1,,8.50 Std/Min.,,8.50 Std/Min.,,FFS,"45.8321788009, 9.03144057629",3638
5307,Chiasso,Fundservice,01.01.2013,01.01.1931,0001-01-01T10:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:03:28+00:53,,,0,0,0,0,0,0,1,7.10 Std/Min.,35.50 Std/Min.,,7.10 Std/Min.,FFS,"45.8321788009, 9.03144057629",3639
5307,Chiasso,Geldwechsel,,01.01.2012,0001-01-01T08:23:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:23:28+00:53,,,1,1,1,1,1,,,9.40 Std/Min.,48.20 Std/Min.,,,FFS,"45.8321788009, 9.03144057629",3640
5307,Chiasso,Geldwechsel,,01.01.2012,0001-01-01T08:53:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:03:28+00:53,,,,,,,,1,,8.50 Std/Min.,,8.50 Std/Min.,,FFS,"45.8321788009, 9.03144057629",3641
5307,Chiasso,Gepäck,01.01.2013,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:23:28+00:53,,,1,1,1,1,1,0,0,9.30 Std/Min.,47.30 Std/Min.,,,FFS,"45.8321788009, 9.03144057629",3642
5307,Chiasso,Gepäck,01.01.2013,01.01.1931,0001-01-01T10:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:03:28+00:53,,,0,0,0,0,0,0,1,7.10 Std/Min.,35.50 Std/Min.,,7.10 Std/Min.,FFS,"45.8321788009, 9.03144057629",3643
5307,Chiasso,Western Union,,01.01.2012,0001-01-01T08:23:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T19:08:28+00:53,,,1,1,1,1,1,,,9.25 Std/Min.,47.5 Std/Min.,,,FFS,"45.8321788009, 9.03144057629",3644
5307,Chiasso,Western Union,,01.01.2012,0001-01-01T10:23:28+00:53,0001-01-01T13:03:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,7.10 Std/Min.,,,7.10 Std/Min.,FFS,"45.8321788009, 9.03144057629",3645
5395,Agno,Drittverkauf,01.01.2023,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:23:28+00:53,0001-01-01T15:23:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,7.0 Std/Min.,35.0 Std/Min.,,,FLP,"45.9959365668, 8.90091306299",3646
5400,Locarno,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,9.0 Std/Min.,,9.0 Std/Min.,,FFS,"46.1724273965, 8.80135894865",3647
5400,Locarno,Check-in am Bahnhof,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T16:03:28+00:53,0001-01-01T19:23:28+00:53,,,1,1,1,1,1,1,1,7.20 Std/Min.,36.40 Std/Min.,7.20 Std/Min.,7.20 Std/Min.,FFS,"46.1724273965, 8.80135894865",3648
5400,Locarno,DHL / PickPost,,01.01.1931,0001-01-01T09:53:28+00:53,0001-01-01T17:23:28+00:53,,,,,0,0,0,0,0,1,0,7.30 Std/Min.,37.30 Std/Min.,7.30 Std/Min.,,FFS,"46.1724273965, 8.80135894865",3649
5400,Locarno,Fundservice,,01.01.1930,0001-01-01T09:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T16:03:28+00:53,0001-01-01T19:23:28+00:53,,,1,1,1,1,1,1,,7.20 Std/Min.,36.40 Std/Min.,7.20 Std/Min.,,FFS,"46.1724273965, 8.80135894865",3650
1685,St. Niklaus,Gepäck,01.01.2013,01.01.2013,0001-01-01T08:23:28+00:53,0001-01-01T12:33:28+00:53,0001-01-01T14:03:28+00:53,0001-01-01T17:53:28+00:53,,,1,1,1,1,1,1,,8.0 Std/Min.,40.0 Std/Min.,8.0 Std/Min.,,MGB,"46.1774799214, 7.80211502022",3651
1688,Täsch,"Billette, Abonnemente, Freizeitangebote",01.01.2015,01.01.2027,0001-01-01T07:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,1,1,1,,,,1,13.0 Std/Min.,39.0 Std/Min.,,13.0 Std/Min.,MGB,"46.0674587948, 7.77451598603",3652
1688,Täsch,"Billette, Abonnemente, Freizeitangebote",01.01.2014,01.01.2017,0001-01-01T07:53:28+00:53,0001-01-01T20:53:28+00:53,,,,,1,1,1,1,0,0,1,13.0 Std/Min.,65.0 Std/Min.,,13.0 Std/Min.,MGB,"46.0674587948, 7.77451598603",3653
1688,Täsch,"Billette, Abonnemente, Freizeitangebote",01.01.2014,01.01.2017,0001-01-01T07:53:28+00:53,0001-01-01T22:53:28+00:53,,,,,0,0,0,0,1,1,0,15.0 Std/Min.,75.0 Std/Min.,15.0 Std/Min.,,MGB,"46.0674587948, 7.77451598603",3654
1690,Zermatt GGB,"Billette, Abonnemente, Freizeitangebote",,01.01.1930,0001-01-01T07:53:28+00:53,0001-01-01T20:23:28+00:53,,,,,1,1,1,1,1,1,1,12.30 Std/Min.,62.30 Std/Min.,12.30 Std/Min.,12.30 Std/Min.,GGB,"46.023949225, 7.74868091973",3655
1694,Gornergrat,Gepäck,,01.01.1931,0001-01-01T09:33:28+00:53,0001-01-01T16:43:28+00:53,,,,,1,1,1,1,1,1,1,7.10 Std/Min.,35.50 Std/Min.,7.10 Std/Min.,7.10 Std/Min.,GGB,"45.9833182978, 7.78220700825",3656
1698,Riederalp Mitte,Gepäck,01.01.1930,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:23:28+00:53,0001-01-01T18:53:28+00:53,,,,,,,,,1,8.30 Std/Min.,,,8.30 Std/Min.,LMR,"46.377990382, 8.03321389312",3657
1754,"Blatten b. Naters, Belalpbahn",Gepäck,01.01.2006,01.01.2022,0001-01-01T08:03:28+00:53,0001-01-01T21:38:28+00:53,,,,,1,1,1,1,1,1,1,13.35 Std/Min.,67.55 Std/Min.,13.35 Std/Min.,13.35 Std/Min.,POST,"46.3591668639, 7.98390664287",3658
1768,"Grimentz, poste",Gepäck,01.01.2029,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T10:53:28+00:53,,,,,,,,,,1,,2.0 Std/Min.,,2.0 Std/Min.,,POST,"46.1784922693, 7.57622475623",3659
1779,"St-Luc, office du tourisme",Gepäck,01.01.2029,01.01.1931,0001-01-01T09:08:28+00:53,0001-01-01T11:08:28+00:53,,,,,1,0,0,1,1,1,0,2.0 Std/Min.,10.0 Std/Min.,2.0 Std/Min.,,POST,"46.2235565931, 7.59305699674",3660
1954,Bettmeralp,Gepäck,01.01.2026,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,1,1,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,10.0 Std/Min.,BAB,"46.3861073639, 8.05793717863",3661
1955,Betten Dorf,Drittverkauf,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T18:53:28+00:53,,,,,1,1,1,1,1,1,1,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,10.0 Std/Min.,BAB,"46.3751035904, 8.06806649962",3662
1963,"Visperterminen, Tourismusbüro",Gepäck,01.01.2022,01.01.2019,0001-01-01T14:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,,,,,,1,,3.0 Std/Min.,,3.0 Std/Min.,,POST,"46.2580558114, 7.90268134293",3663
2001,Zofingen,"Billette, Abonnemente, Freizeitangebote",,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T15:23:28+00:53,,,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SBB,"47.2880447598, 7.94309735295",3664
2001,Zofingen,"Billette, Abonnemente, Freizeitangebote",,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T17:38:28+00:53,,,,,,,,,,1,,9.45 Std/Min.,,9.45 Std/Min.,,SBB,"47.2880447598, 7.94309735295",3665
2001,Zofingen,Geldwechsel,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T17:38:28+00:53,,,,,,,,,,1,,9.45 Std/Min.,,9.45 Std/Min.,,SBB,"47.2880447598, 7.94309735295",3666
2001,Zofingen,Gepäck,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T15:23:28+00:53,,,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SBB,"47.2880447598, 7.94309735295",3667
2001,Zofingen,Gepäckaufbewahrung,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T15:23:28+00:53,,,,,,,,,,,1,7.30 Std/Min.,,,7.30 Std/Min.,SBB,"47.2880447598, 7.94309735295",3668
2001,Zofingen,Gepäckaufbewahrung,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T19:38:28+00:53,,,,,1,1,1,1,1,0,0,11.45 Std/Min.,58.45 Std/Min.,,,SBB,"47.2880447598, 7.94309735295",3669
2005,Nebikon,Geldwechsel,01.01.2011,01.01.2010,0001-01-01T08:03:28+00:53,0001-01-01T12:08:28+00:53,0001-01-01T15:08:28+00:53,0001-01-01T18:58:28+00:53,,,1,1,1,1,1,,,7.55 Std/Min.,39.35 Std/Min.,,,SBB,"47.192373647, 7.97744173598",3670
2007,Sursee,Geldwechsel,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T14:53:28+00:53,,,,,0,0,0,0,0,0,1,7.0 Std/Min.,35.0 Std/Min.,,7.0 Std/Min.,SBB,"47.1707889132, 8.09787795205",3671
2007,Sursee,Geldwechsel,,01.01.2010,0001-01-01T07:53:28+00:53,0001-01-01T17:53:28+00:53,,,,,0,0,0,0,0,1,0,10.0 Std/Min.,50.0 Std/Min.,10.0 Std/Min.,,SBB,"47.1707889132, 8.09787795205",3672
2021,Emmenbrücke,Gepäck,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"47.0705979582, 8.28255105833",3673
2021,Emmenbrücke,Gruppenreisen,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"47.0705979582, 8.28255105833",3674
2024,Hochdorf,Eventtickets,01.01.2019,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:08:28+00:53,0001-01-01T18:38:28+00:53,,,1,1,1,1,1,,,8.45 Std/Min.,43.45 Std/Min.,,,SBB,"47.1669743615, 8.28868696709",3675
2024,Hochdorf,Gepäck,01.01.2019,01.01.1931,0001-01-01T09:08:28+00:53,0001-01-01T12:53:28+00:53,,,,,,,,,,1,,3.45 Std/Min.,,3.45 Std/Min.,,SBB,"47.1669743615, 8.28868696709",3676
2103,Suhr,"Billette, Abonnemente, Freizeitangebote",01.01.2018,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:53:28+00:53,,,,,1,1,1,1,1,,,12.0 Std/Min.,60.0 Std/Min.,,,SBB,"47.3716326855, 8.08227404767",3677
2113,Aarau,Gepäck,,01.01.2010,0001-01-01T09:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,,,,,,1,1,9.30 Std/Min.,,9.30 Std/Min.,9.30 Std/Min.,SBB,"47.3913553369, 8.05125354274",3678
2119,Lenzburg,Eventtickets,,01.01.2010,0001-01-01T07:43:28+00:53,0001-01-01T20:03:28+00:53,,,,,1,1,1,1,1,,,12.20 Std/Min.,61.40 Std/Min.,,,SBB,"47.3911934191, 8.17037888645",3679
2119,Lenzburg,Gepäck,,01.01.2010,0001-01-01T11:33:28+00:53,0001-01-01T15:33:28+00:53,,,,,,,,,,,1,4.0 Std/Min.,,,4.0 Std/Min.,SBB,"47.3911934191, 8.17037888645",3680
2119,Lenzburg,Western Union,,01.01.2010,0001-01-01T08:08:28+00:53,0001-01-01T19:23:28+00:53,,,,,,,,,,1,1,11.15 Std/Min.,,11.15 Std/Min.,11.15 Std/Min.,SBB,"47.3911934191, 8.17037888645",3681
2196,Unterentfelden Post,Drittverkauf,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,,,,,,,,,,1,,4.0 Std/Min.,,4.0 Std/Min.,,AAR,"47.3686711007, 8.04443948672",3682
2200,Ebikon,Drittverkauf,,01.01.2012,0001-01-01T08:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:38:28+00:53,0001-01-01T19:23:28+00:53,,,1,1,1,1,1,,,9.15 Std/Min.,46.15 Std/Min.,,,SBB,"47.08425714, 8.34234535321",3683
2202,Rotkreuz,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,1,,7.30 Std/Min.,,7.30 Std/Min.,,SBB,"47.1417586665, 8.43047453438",3684
2202,Rotkreuz,Gepäckaufbewahrung,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,1,,7.30 Std/Min.,,7.30 Std/Min.,,SBB,"47.1417586665, 8.43047453438",3685
2202,Rotkreuz,Western Union,,01.01.1931,0001-01-01T07:53:28+00:53,0001-01-01T19:23:28+00:53,,,,,1,1,1,1,1,,,11.30 Std/Min.,57.30 Std/Min.,,,SBB,"47.1417586665, 8.43047453438",3686
2202,Rotkreuz,Western Union,,01.01.1931,0001-01-01T08:23:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T13:53:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,1,,7.30 Std/Min.,,7.30 Std/Min.,,SBB,"47.1417586665, 8.43047453438",3687
2203,Cham,Geldwechsel,,01.01.1931,0001-01-01T08:38:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:08:28+00:53,0001-01-01T18:53:28+00:53,,,1,1,1,1,1,,,9.0 Std/Min.,45.0 Std/Min.,,,SBB,"47.1782423661, 8.45748408001",3688
2203,Cham,Gepäck,,01.01.1931,0001-01-01T08:53:28+00:53,0001-01-01T12:53:28+00:53,0001-01-01T14:08:28+00:53,0001-01-01T16:53:28+00:53,,,,,,,,1,,6.45 Std/Min.,,6.45 Std/Min.,,SBB,"47.1782423661, 8.45748408001",3689
2204,Zug,"Billette, Abonnemente, Freizeitangebote",,01.01.1931,0001-01-01T07:08:28+00:53,0001-01-01T21:53:28+00:53,,,,,1,1,1,1,1,,,14.45 Std/Min.,73.45 Std/Min.,,,SBB,"47.1736230527, 8.51529569481",3690
2204,Zug,DHL,01.01.2012,01.01.2012,0001-01-01T07:38:28+00:53,0001-01-01T19:53:28+00:53,,,,,0,0,0,0,1,0,0,12.15 Std/Min.,61.15 Std/Min.,,,SBB,"47.1736230527, 8.51529569481",3691
2204,Zug,Fundservice,01.01.2012,01.01.2012,0001-01-01T07:38:28+00:53,0001-01-01T19:53:28+00:53,,,,,0,0,0,0,1,0,0,12.15 Std/Min.,61.15 Std/Min.,,,SBB,"47.1736230527, 8.51529569481",3692
2204,Zug,Geldwechsel,,01.01.1931,0001-01-01T07:08:28+00:53,0001-01-01T21:53:28+00:53,,,,,1,1,1,1,1,,,14.45 Std/Min.,73.45 Std/Min.,,,SBB,"47.1736230527, 8.51529569481",3693
2204,Zug,Geldwechsel,01.01.2012,01.01.2012,0001-01-01T07:08:28+00:53,0001-01-01T19:53:28+00:53,,,,,0,0,0,0,1,0,0,12.45 Std/Min.,63.45 Std/Min.,,,SBB,"47.1736230527, 8.51529569481",3694
2204,Zug,Gruppenreisen,01.01.2012,01.01.2012,0001-01-01T07:08:28+00:53,0001-01-01T19:53:28+00:53,,,,,0,0,0,0,1,0,0,12.45 Std/Min.,63.45 Std/Min.,,,SBB,"47.1736230527, 8.51529569481",3695
