didok;stationsbezeichnung;schliessfach_wert;schliessfach_zeit;naechste_dienststelle;entfernung;rollstuhl_billet;rollstuhl_wc;rollstuhl_verlad;mobilift;stufenloser_perronzugang;bats;autelca;automat_ktu;geopos
8480;Kehrsiten Dorf;;;Stansstad;4.0;;;;;;;;;47.0003565042, 8.36583756282
8489;Kehrsiten-Bürgenstock;;;Stansstad;5.5;;;;;;;;;47.0030647391, 8.38232156726
8499;Seelisberg;;;Luzern;35.0;;;;;;;;;46.9788077162, 8.58692988796
8695;Grasswil, Post;;;;;;;;;;;;;47.1460754455, 7.66716135321
8763;Guttannen, Post;;;;;;;;;;;;;46.6547494619, 8.28974931067
8764;Handegg, Hotel;;;;;;;;;;;;;46.6112223375, 8.30816278347
8770;Marbach LU, Dorf;;;;;;;;;;;;;46.8533953253, 7.89942844532
8772;Menzberg, Post;;;;;;;;;;;;;47.0405128618, 7.99748429959
8774;Moosegg, Hotel;;;;;;;;;;;;;46.9453705492, 7.7117964349
8786;Schnottwil, Post;;;;;;;;;;;;;47.1100952031, 7.39093610126
8799;Ennetbürgen, Post;;;;;;;;;;;;;46.984946142, 8.41364416267
8871;Ammerzwil BE, Dorf;;;;;;;;;;;;;47.0720779862, 7.34145406267
8875;Marbachegg, Talstation;;;;;;;;;;;;;46.8502988111, 7.89545534153
9004;Bad Ragaz;4.0;;;;0;1;1;1;1;Postautos fahren ab Bahnhofplatz;0;1;47.0103066077, 9.50521579767
9006;Chur Wiesental;;;;;0;0;0;0;1;;0;0;46.861897183, 9.53144599171
9050;Chur West;;;;;0;0;0;0;1;;0;0;46.849937439, 9.51272326914
9051;Haldenstein;;;Chur;3.0;0;0;0;0;1;;0;0;46.8769839776, 9.5331222725
9054;Zizers;;;Landquart;4.0;0;0;0;0;1;;0;0;46.9348427166, 9.5595893726
9055;Igis;;;Zizers;3.0;0;0;0;0;1;;0;0;46.9498284013, 9.56475413085
9058;Seewis-Valzeina;;;Grüsch;2.0;0;0;0;0;1;;0;0;46.9768958201, 9.6325362797
9073;Davos Platz;3.0;;;;1;1;1;1;1;Postauto fahren ab Bahnhofplatz;0;0;46.7914664266, 9.82072566153
9073;Davos Platz;5.0;;;;1;1;1;1;1;Postauto fahren ab Bahnhofplatz;0;0;46.7914664266, 9.82072566153
9076;Davos Glaris;;;Davos Platz;7.0;0;0;0;0;1;;0;0;46.7455671271, 9.77993205057
9076;Davos Glaris;;;Filisur;15.0;0;0;0;0;1;;0;0;46.7455671271, 9.77993205057
9156;Litzirüti;;;Arosa;7.0;0;0;0;0;1;;0;0;46.797951013, 9.70326831526
9157;Arosa;4.0;;Chur;26.0;0;1;1;1;1;;0;0;46.7832957175, 9.67933313854
9167;Trin;;;Ilanz;15.0;0;0;0;0;0;;0;0;46.8165771033, 9.35952158968
9170;Castrisch;;;Ilanz;3.0;0;0;0;0;0;;0;0;46.778493965, 9.23308077418
9171;Ilanz;3.0;;Reichenau-Tamins;28.0;0;1;1;0;1;"Ab 01.01.2010 ist die Ein- und Ausstieghilfe für Reisende im Rollstuhl an Wochenenden und allg. Feiertagen nur auf Anfrage möglich.
Tel: 081 288 43 16

Bus (PTT) ab Bahnhofplatz";0;0;46.7753580075, 9.20743786951
9173;Rueun;;;Ilanz;8.0;0;0;0;0;0;;0;0;46.7746975042, 9.14561460428
9178;Sumvitg-Cumpadials;;;Disentis/Mustér;13.0;0;0;0;0;0;;0;0;46.7240775063, 8.93132658293
9187;Rodels-Realta;;;Thusis;5.0;0;0;0;0;0;;0;0;46.7351441305, 9.43293454772
9191;Solis;;;Tiefencastel;5.0;;;;;;;;;46.6811185251, 9.52486813525
9191;Solis;;;Thusis;13.0;;;;;;;;;46.6811185251, 9.52486813525
9195;Filisur;;;;;0;0;0;0;1;Neu: Gleis 2+3 am gleichen Perron;0;0;46.675328836, 9.68229070053
17092;Brünig-Hasliberg ZB;;;Hasliberg Wasserwendi, Dorf;8.0;0;0;0;0;1;;0;1;
17093;Brienzwiler ZB;;;Brienz;5.0;0;0;0;0;1;;0;1;
17094;Brienz West ZB;;;Oberried am Brienzersee ZB;6.0;0;0;0;0;0;;0;1;
17098;Ringgenberg ZB;;;Interlaken Ost;3.0;0;0;0;0;1;;0;1;
17099;Basel Stadtcasino;;;;;;;;;;;;;
18152;Winterthur Bahnhof SBW;;;;;;;;;;;;;
18414;Sumiswald-Grünen;;;Affoltern-Weier;5.0;0;0;0;1;0;;0;0;
18459;Steinhausen Rigiblick;;;;;0;0;0;0;1;;0;0;47.1878937296, 8.47969110761
18475;Mendrisio S.Martino;;;;;;;;;;;;;45.8776518954, 8.98302829339
18690;Niederbipp Industrie;;;Niederbipp;1.0;0;1;0;0;1;;0;0;47.2786435923, 7.70316109222
19152;Biel/Bienne VB;;;;;;;;;;;;;
21949;Oberentfelden Engelplatz;;;Oberentfelden;0.2;0;0;1;0;1;;0;0;
21949;Oberentfelden Engelplatz;;;Aarau;5.0;0;0;1;0;1;;0;0;
30237;Mörel ARBAG;;;;;;;;;;;;;46.3566023101, 8.04601160906
30240;Riederalp VBR (Hohfluh);;;;;;;;;;;;;46.3777347833, 8.02702419474
71019;Wiler (Lötschen), Dorf;;;;;;;;;;;;;46.4024573559, 7.78359371303
72150;Kleinlützel, Garage;;;;;;;;;;;;;47.4272491833, 7.41246165182
80392;Ladstafel;;;;;;;;;;;;;46.4776637048, 8.36860539814
80821;Reinach AG, Hochhaus;;;;;;;;;;;;;47.2580085526, 8.18010282987
89198;Worbboden;;;;;0;0;0;0;1;;0;0;46.9339285905, 7.55952579809
4301;Frinvillier-Taubenloch;;;Biel/Bienne;5.0;0;0;0;0;0;;0;1;47.1694441249, 7.25752019856
4303;Heutte, La;;;Morges;1.0;0;0;0;0;0;;0;1;47.1894830754, 7.22538868069
4304;Sonceboz-Sombeval;;;Tavannes;7.0;1;1;0;1;1;;0;1;47.1951382943, 7.16875443477
4307;Courtelary;;;Sonceboz-Sombeval;8.0;0;0;0;0;0;;0;1;47.1756195642, 7.06879653586
4316;Locle, Le;;;La Chaux-de-Fonds;7.0;1;1;0;0;1;"Stufenloser Perronzugang (Lift/Rampe) gilt nur für Gleis 1
L'accès au quai sans escaliers ne peut se faire que sur le quai 1";1;0;47.0578541411, 6.74615360469
4321;La Chaux-de-Fonds Ouest;;;;;;;;;;;;;47.0915309306, 6.81315320268
4359;Prêles;;;;;;;;;;;;;47.0927348406, 7.13080003237
4360;St-Imier SMtS;;;St-Imier;1.0;;;;;;;;;47.152819278, 6.99336015186
4361;Mont-Soleil;;;St-Imier;1.0;;;;;;;;;47.1586136208, 6.99377335829
4365;Altreu;;;Selzach;2.0;;;;;;;;;47.1903837502, 7.44888115119
4370;St. Petersinsel Süd;;;Landeron, Le;10.0;;;;;;;;;47.0691070277, 7.1452862548
4373;Engelberg-Wingreis;;;Biel/Bienne;8.0;;;;;;;;;47.1021518279, 7.17753718901
4381;La Chaux-de-Fonds-Grenier;;;La Chaux-de-Fonds;1.0;;;;;;;;;47.0997368729, 6.8336992744
4383;Corbatière, La;;;Les Ponts-de-Martel;12.0;;;;;;;;;47.0694653356, 6.83489742942
4385;Sagne, La;;;La Chaux-de-Fonds;10.0;0;0;0;0;1;;0;0;47.0401350105, 6.8022666548
4387;Petit-Martel;;;Les Ponts-de-Martel;2.0;;;;;;;;;47.0101255182, 6.75527952112
4388;Les Ponts-de-Martel;;;La Chaux-de-Fonds;17.0;0;1;1;0;1;;0;0;46.9996362786, 6.73587463416
4395;Planchettes, Les, poste;;;;;;;;;;;;;47.1064555489, 6.77038475792
4402;Kallnach;;;Kerzers;7.0;0;0;0;0;0;;0;0;47.0255145356, 7.23518610743
4413;Suberg-Grossaffoltern;;;Münchenbuchsee;10.0;0;0;0;0;0;Perronhöhe 55cm.;0;0;47.0587722765, 7.33899071375
4414;Lyss;3.0;;;;1;1;1;1;0;"Gleis 4 und 5: kein stufenloser Perronzugang. 
Busse ab Bahnhofplatz Gleis 1";0;3;47.0763151407, 7.30629081519
4416;Brügg BE;;;Busswil;4.0;0;0;0;0;0;SCHIFFSTATION BSG DISTANZ: 400 M;0;0;47.1236283761, 7.27820819072
4416;Brügg BE;;;Biel/Bienne;3.0;0;0;0;0;0;SCHIFFSTATION BSG DISTANZ: 400 M;0;0;47.1236283761, 7.27820819072
4461;Nidau;;;Täuffelen;9.0;0;0;1;0;1;;0;0;47.1240128541, 7.24217672769
4463;Täuffelen;;;Biel/Bienne;10.0;0;1;1;0;1;;0;0;47.0665057568, 7.19853778026
4466;Siselen BE;;;Biel/Bienne;15.0;0;0;0;0;1;;0;0;47.031151605, 7.18038387046
4467;Brüttelen;;;Biel/Bienne;16.0;0;0;0;0;0;;0;0;47.0205952626, 7.14828840568
4468;Ins Dorf;;;Biel/Bienne;20.0;0;1;0;1;1;;0;0;47.0055773896, 7.10680417833
4470;Ipsach Herdi;;;Biel/Bienne;2.0;0;1;0;0;1;;0;0;47.1123679025, 7.22892534824
4472;Sutz;;;Biel/Bienne;4.0;0;1;0;0;1;;0;0;47.101870975, 7.21941610659
4481;Marin-Epagnier;;;Ins;9.0;0;0;0;0;0;;0;0;47.0090985875, 7.01058652214
4495;Bern Stöckacker;;;Bern Bümpliz Nord;1.0;0;0;0;0;0;;0;0;46.9463533757, 7.40117211665
4563;Chevroux;;;;;;;;;;;;;46.8997354442, 6.89665238366
4566;Tène, La;;;;;;;;;;;;;47.0047728305, 7.02303421361
4751;Côte-aux-Fées, La, poste;;;;;;;;;;;;;46.8666470518, 6.48975774177
4753;Lignières, poste;;;;;;;;;;;;;47.0805568501, 7.06476687915
4757;Wiler bei Seedorf, Dorf;;;;;;;;;;;;;47.0482480312, 7.3201391
4759;Pailly, village;;;;;;;;;;;;;46.701328973, 6.67416495672
4760;Erlach, Post;;;;;;;;;;;;;47.0426277284, 7.09742884527
4853;Corbières, poste;;;;;;;;;;;;;46.6593043132, 7.10241934245
4856;Giffers, Post;;;;;;;;;;;;;46.7621454978, 7.20885313008
4859;Im Fang, Post;;;;;;;;;;;;;46.599687715, 7.23807569177
4864;Misery, poste;;;;;;;;;;;;;46.8517234913, 7.06649264653
4865;Mouret, Le, poste;;;;;;;;;;;;;46.7458714139, 7.17126081025
4867;Les Paccots, Ermitage;;;;;;;;;;;;;46.5220207789, 6.94906511873
4873;Roche FR, La, poste;;;;;;;;;;;;;46.6970334071, 7.13832106164
4876;Schwarzsee, Post;;;;;;;;;;;;;
4880;Moléson-Village;;;;;;;;;;;;;46.5612859892, 7.03814858662
4881;Fribourg, gare;;;;;;;;;;;;;46.8035531906, 7.15034050058
4951;Chasseral, Hôtel;;;;;;;;;;;;;47.1271049688, 7.04564687217
5006;Schwyz;3.0;;;;1;1;1;1;1;"Busse Auto Auto AG Schwyz fahren ab Bushof hinter Kiosk.

Tipp: Für Reisende nach dem Dorfkern von Schwyz ist die Haltestelle Schwyz, Post am Besten (Entfernung ca 2km).";0;2;47.0263942922, 8.63213946703
5007;Brunnen;3.0;;;;1;1;1;1;1;Busse in alle Richtungen ab Bahnhofplatz. Schiff-Station: ca. 700m zu Fuss (10min) oder per Bus (nach Brunnen, See);0;2;46.9991749288, 8.61004816648
5013;Meierskappel-Risch;;;Rotkreuz;4.0;;;;;;;;;47.1240244783, 8.45156306647
5071;Grubisbalm;;;Rigi Kaltbad-First;3.0;;;;;;;;;47.026210082, 8.48313200596
5074;Rigi Kaltbad-First;;;;;;;;;;;;;47.0440082307, 8.46669951569
5112;Flüelen;;;Erstfeld;9.0;1;1;1;1;1;;0;1;46.9017256462, 8.62429304308
5113;Altdorf;;;Erstfeld;6.0;0;0;1;1;1;Keine Zwischen- und Aussenperron;0;1;46.8757407268, 8.63156572016
5165;Andermatt;;;Oberwald;38.0;1;1;1;0;0;;0;0;46.6368923078, 8.59327487979
5172;Oberalppasshöhe-Calmot;;;Disentis/Mustér;15.0;;;;;;;;;46.6602302819, 8.67050230769
5174;Dieni;;;Disentis/Mustér;12.0;;;;;;;;;46.6699332288, 8.74286674319
5174;Dieni;;;Sedrun;3.0;;;;;;;;;46.6699332288, 8.74286674319
5175;Rueras;;;Andermatt;18.0;;;;;;;;;46.6782339005, 8.75489696868
5177;Bugnei;;;Sedrun;1.0;;;;;;;;;46.6823544355, 8.78646314895
5202;Ambrì-Piotta;;;Airolo;7.0;;;;;;;;;46.510616719, 8.69015147937
5204;Faido;;;Biasca;26.0;0;0;0;0;0;;0;1;46.48307671, 8.79070214577
5204;Faido;;;Airolo;20.0;0;0;0;0;0;;0;1;46.48307671, 8.79070214577
5205;Lavorgo;;;Faido;7.0;0;0;0;0;0;;0;0;46.4408978389, 8.83974336723
5206;Giornico;;;Lavorgo;9.0;;;;;;;;;46.4026513909, 8.87212788076
5208;Pollegio;;;Faido;23.0;;;;;;;;;
5209;Biasca;;;Bellinzona;19.0;0;0;1;1;1;Carico sedia a rotelle solo su avviso/prenotazione;0;2;46.351982918, 8.97416705214
5211;Claro;;;Bellinzona;8.0;;;;;;;;;46.2531862737, 9.0170469241
5216;Rivera-Bironico;;;;;0;0;0;0;0;;0;1;46.1239793633, 8.92528147891
5219;Lamone-Cadempino;;;Taverne-Torricella;2.0;0;0;0;0;0;;0;1;46.0397205271, 8.93212223946
5301;Lugano-Paradiso;;;Lugano;3.0;0;0;0;0;0;;0;0;45.9889500461, 8.94627572854
5304;Capolago-Riva S. Vitale;;;Mendrisio;4.0;0;0;0;1;1;Bus per Riva, Brusino,Melano,Mendrisio   M.Generoso: Tel 091/648 11 05;0;1;45.9028465135, 8.97889335734
5305;Mendrisio;2.0;;;;1;1;1;0;0;;0;1;45.8691205007, 8.97860209025
5307;Chiasso;3.0;;;;1;1;1;1;1;;0;2;45.8321788009, 9.03144057629
5400;Locarno;7.0;;;;1;1;1;1;1;;0;4;46.1724273965, 8.80135894865
5402;Gordola;;;Tenero;1.0;0;0;0;0;0;;0;1;46.1790452957, 8.86576625228
5405;Quartino;;;Cadenazzo;4.0;0;0;0;0;0;;0;0;46.1513026375, 8.88731923749
1604;Raron;;;Visp;7.0;0;0;0;0;0;;0;1;46.3062732767, 7.80150766492
1605;Visp;3.0;;Leuk;20.0;1;1;1;1;1;;0;3;46.2940248591, 7.88145816487
1616;Domodossola II;;;;;;;;;;;;;46.0763339144, 8.27300640508
1651;Leuk, Stadt;;;;;;;;;;;;;46.3194330635, 7.63339469073
1654;Inden;;;;;;;;;;;;;46.3440350278, 7.6176615605
1661;Oberwald;;;;;0;1;1;1;1;;0;0;46.5308495637, 8.34294024356
1662;Obergesteln;;;Oberwald;3.0;;;;;;;;0;46.5204846598, 8.33400940926
1666;Reckingen;;;Oberwald;11.0;0;0;0;0;1;;0;0;46.4682257174, 8.24388275992
1667;Gluringen;;;Fiesch;10.0;;;;;;;;0;46.4627813896, 8.23390794259
1668;Biel (Goms);;;Oberwald;14.0;;;;;;;;0;46.4550552939, 8.21942442827
1669;Blitzingen;;;Oberwald;15.0;;;;;;;;0;46.4446643315, 8.2049725047
1670;Niederwald;;;Fiesch;7.0;0;0;0;1;0;;0;0;46.4353351151, 8.19021556423
1672;Fiesch;;;Oberwald;25.0;1;1;0;0;1;;0;0;46.4031361683, 8.13264349687
1687;Randa;;;St. Niklaus;10.0;0;0;0;0;0;;0;0;46.0999300129, 7.78146552731
1688;Täsch;;;Randa;4.0;0;0;1;1;1;;0;0;46.0674587948, 7.77451598603
1697;Greich-Goppisberg;;;Riederalp Mitte;2.0;;;;;;;;;46.3670261494, 8.03970848621
1750;Arolla, poste;;;;;;;;;;;;;46.0257604612, 7.48092789569
1759;Corbeyrier, poste;;;;;;;;;;;;;46.3485767635, 6.96047904773
1760;Derborence;;;;;;;;;;;;;46.2811198593, 7.21609752962
1766;Forclaz VD, La, poste;;;;;;;;;;;;;46.350921909, 7.06742702055
1768;Grimentz, poste;;;;;;;;;;;;;46.1784922693, 7.57622475623
1770;Haudères, Les, poste;;;;;;;;;;;;;46.0815726051, 7.50907299693
1778;Plans-sur-Bex, Les, poste;;;;;;;;;;;;;46.2569079342, 7.09298303097
1787;Trient, poste;;;;;;;;;;;;;46.0568864662, 6.99477381156
1791;Zinal, poste;;;;;;;;;;;;;46.1371059632, 7.62498227897
1797;Gondo, Post;;;;;;;;;;;;;46.1958095271, 8.14082102723
1799;Lécherette, La, poste;;;;;;;;;;;;;46.420221181, 7.10670269804
1860;Essertines-s-Rolle, village;;;;;;;;;;;;;46.4930127848, 6.31752841038
1862;Signal-de-Bougy, Parc Pré Ver;;;;;;;;;;;;;46.4851257973, 6.35485042155
4295;Baulmes;;;Ste-Croix;13.0;0;0;0;0;1;Bus pour Rances-Orbe: arrêt s/demande en face de la gare;;0;46.7889161536, 6.52433093664
4296;Six-Fontaines;;;Ste-Croix;10.0;;;;;;;;;46.7740634606, 6.49885385763
4300;Biel/Bienne;6.0;;;;1;1;1;1;1;;0;10;47.1328920532, 7.24290845288
4302;Reuchenette-Péry;;;Sonceboz-Sombeval;6.0;0;0;0;0;1;;0;1;47.1897281967, 7.24701400432
4305;Corgémont;;;Sonceboz-Sombeval;2.0;0;0;0;0;0;;0;1;47.1933880076, 7.14465464697
4306;Cortébert;;;Courtelary;3.0;0;0;1;0;1;;0;1;47.1893284366, 7.10729623806
4307;Courtelary;;;Biel/Bienne;22.0;0;0;0;0;0;;0;1;47.1756195642, 7.06879653586
4313;Creux, Le;;;;;;;;;;;;;47.0999311108, 6.86988333565
4314;La Chaux-de-Fonds;6.0;;;;1;1;1;1;1;;0;3;47.0986436492, 6.82601877705
4315;Crêt-du-Locle, Le;;;La Chaux-de-Fonds;4.0;0;0;0;0;1;;0;1;47.0775941385, 6.78517707886
4315;Crêt-du-Locle, Le;;;Locle, Le;3.0;0;0;0;0;1;;0;1;47.0775941385, 6.78517707886
4317;Locle-Col-des-Roches, Le;;;La Chaux-de-Fonds;9.0;0;0;0;0;1;;0;1;47.0498780241, 6.72606805002
4326;La Chaux-de-Fonds TRN;;;;;0;1;1;0;0;;0;0;
4364;Port;;;Biel/Bienne;4.0;;;;;;;;;47.1183339771, 7.25660036534
4385;Sagne, La;;;Les Ponts-de-Martel;7.0;0;0;0;0;1;;0;0;47.0401350105, 6.8022666548
4386;Coeudres, Les;;;Les Ponts-de-Martel;5.0;;;;;;;;;47.0228289999, 6.78017609399
4386;Coeudres, Les;;;La Chaux-de-Fonds;12.0;;;;;;;;;47.0228289999, 6.78017609399
4401;Fräschels;;;Kallnach;4.0;0;0;0;0;1;Perronhöhe 55cm;0;0;46.9991211759, 7.20603252578
4401;Fräschels;;;Kerzers;3.0;0;0;0;0;1;Perronhöhe 55cm;0;0;46.9991211759, 7.20603252578
4403;Bargen;;;Lyss;6.0;0;0;0;0;1;Perronhöhe 55cm;0;0;47.0401568899, 7.26116993007
4415;Busswil;;;Büetigen, Dorf;2.0;0;0;0;0;0;;0;0;47.0986722307, 7.31861716108
4415;Busswil;;;Brügg BE;5.0;0;0;0;0;0;;0;0;47.0986722307, 7.31861716108
4441;Studen BE;;;Lyss;5.0;0;0;0;0;1;;0;0;47.110427547, 7.30173945882
4462;Lattrigen;;;Biel/Bienne;5.0;0;0;0;0;0;;0;0;47.0967337516, 7.21420798459
4464;Hagneck;;;Biel/Bienne;10.0;0;0;0;0;1;;0;0;47.0581176023, 7.18792711472
4465;Lüscherz;;;Ins;8.0;0;0;0;0;1;;0;0;47.0480009997, 7.17714398594
4465;Lüscherz;;;Täuffelen;3.0;0;0;0;0;1;;0;0;47.0480009997, 7.17714398594
4466;Siselen BE;;;Täuffelen;5.0;0;0;0;0;1;;0;0;47.031151605, 7.18038387046
4467;Brüttelen;;;Ins;5.0;0;0;0;0;0;;0;0;47.0205952626, 7.14828840568
4468;Ins Dorf;;;Ins;1.0;0;1;0;1;1;;0;0;47.0055773896, 7.10680417833
4469;Nidau Beunden;;;Täuffelen;9.0;0;1;0;0;1;;0;0;47.1198180076, 7.24030780763
4484;Müntschemier;;;Kerzers;6.0;0;0;0;0;0;;0;0;46.9933159441, 7.14242855983
4485;Ferenbalm-Gurbrü;;;Kerzers;4.0;;;;;;;;0;46.9540538469, 7.21886628898
4488;Riedbach;;;Gümmenen;9.0;0;0;0;0;1;;;0;46.9411479388, 7.33404952084
4490;Zihlbrücke;;;Ins;7.0;;;;;;;;0;47.0092706005, 7.03057399743
4562;Portalban;;;;;;;;;;;;;46.9264884706, 6.95276384702
4571;Sauge LNM, La;;;;;;;;;;;;;46.9753880061, 7.05463283884
4573;Praz;;;;;;;;;;;;;46.9516771897, 7.09733853747
4750;Brévine, La, poste;;;;;;;;;;;;;46.9809905258, 6.60733355271
4763;Nods, école;;;;;;;;;;;;;47.1118964594, 7.07911977534
4850;Alterswil FR, Post;;;;;;;;;;;;;46.7951786415, 7.2599514654
4887;St-Aubin FR, église;;;;;;;;;;;;;46.8899352714, 6.97984948466
4953;Savagnières, parc;;;;;;;;;;;;;47.1276070626, 7.00765946248
5003;Immensee;;;;;0;0;0;0;0;;0;1;47.0916137781, 8.46266014649
5011;Merlischachen;;;Küssnacht am Rigi;2.0;0;0;0;0;1;;0;0;47.0676559849, 8.40903921336
5053;Schwyz AAGS;;;;;0;1;0;1;0;"Distanz Schwyz (SBB) nach Schwyz, Post (Zentrum und Verkaufsstelle AAGS) 1,5 km. Direkte Busverbindung oder 20 Min. zu Fuss. 
Billette nach Schwyz (SBB) berechtigen nicht zur Fahrt nach Schwyz, Post.";0;0;
5070;Vitznau RB;;;;;;;;;;;;;
5075;Rigi Staffelhöhe;;;Rigi Kaltbad-First;1.0;;;;;;;;;47.0480939903, 8.46450096946
5164;Hospental;;;Realp;6.0;;;;;;;;0;46.6210845626, 8.57096187439
5164;Hospental;;;Andermatt;2.0;;;;;;;;0;46.6210845626, 8.57096187439
5175;Rueras;;;Disentis/Mustér;11.0;;;;;;;;;46.6782339005, 8.75489696868
5175;Rueras;;;Sedrun;2.0;;;;;;;;;46.6782339005, 8.75489696868
5203;Rodi-Fiesso;;;Faido;8.0;;;;;;;;;46.4902528962, 8.74015716418
5203;Rodi-Fiesso;;;Airolo;12.0;;;;;;;;;46.4902528962, 8.74015716418
5217;Mezzovico;;;Taverne-Torricella;5.0;0;0;0;0;0;;0;1;46.0942810833, 8.92858485104
5257;Acquarossa-Comprovasco;;;Biasca;22.0;;;;;;;;;46.4551559038, 8.93848990241
5268;Aquila;;;Biasca;32.0;;;;;;;;;46.5027854545, 8.95018043145
5404;Cadenazzo;;;;;;;;;;;1;;46.1526250436, 8.94168850732
5484;Cevio;;;;;;;;;;;;;46.3170953677, 8.60249230567
5499;Camedo;;;Locarno;20.0;0;1;0;0;0;;;0;46.1548705682, 8.61100416333
5555;Porlezza;;;;;;;;;;;;;46.0338961464, 9.11879840516
5755;Cademario, Kurhaus;;;;;;;;;;;;;46.0215210426, 8.89002604818
5759;Furkapass, Hotel Furkablick;;;;;;;;;;;;;46.5762307391, 8.42160921415
5761;Lugano POST;;;;;;;;;;;;;
5762;Meien, Aderbogen;;;;;;;;;;;;;46.72681565, 8.55033814529
5765;Novaggio, Posta;;;;;;;;;;;;;46.0099508261, 8.85756789187
5767;Osco, Paese;;;;;;;;;;;;;46.4934955571, 8.78156964509
5772;Spiringen, Post;;;;;;;;;;;;;46.8725270957, 8.72874246973
5776;Urnerboden, Dorf;;;;;;;;;;;;;46.8898124522, 8.90057194676
5779;Göscheneralp, Dammagletscher;;;;;;;;;;;;;46.6490255668, 8.49918638539
5785;Banco, Paese;;;;;;;;;;;;;46.0099339017, 8.84385497708
8483;Stansstad SGV;;;Stansstad;0.5;;;;;;;;;46.9806398777, 8.3361855327
8484;Meggen SGV;;;Meggen;1.0;;;;;;;;;47.0446039237, 8.37939380689
8488;Küssnacht am Rigi SGV;;;Küssnacht am Rigi;1.0;;;;;;;;;47.0799148413, 8.43866695312
8493;Kleintitlis;;;;;;;;;;;;;46.7706815566, 8.4229151991
8494;Stand;;;;;;;;;;;;;46.7825144553, 8.41732970901
8756;Enggistein, Post;;;;;;;;;;;;;
8757;Fankhaus (Trub), Schulhaus;;;;;;;;;;;;;46.9668996362, 7.90817993231
8759;Flühli LU, Post;;;;;;;;;;;;;46.8839589069, 8.015303394
8762;Grimsel Passhöhe;;;;;;;;;;;;;46.561816434, 8.33814928255
8765;Hasliberg Hohfluh, Post;;;;;;;;;;;;;46.7514811579, 8.17349527309
8771;Melchtal, Post;;;;;;;;;;;;;46.8346711456, 8.28943314958
8776;Oberbalmberg, Kurhaus;;;;;;;;;;;;;47.264132489, 7.53980062044
8781;Rosenlaui, Hotel;;;;;;;;;;;;;46.6802607579, 8.15370469551
8787;Schwarzenberg LU, Post;;;;;;;;;;;;;47.0139406446, 8.1731680182
8788;Schwarzwaldalp;;;;;;;;;;;;;46.6758664064, 8.13404205748
8792;Susten Passhöhe;;;;;;;;;;;;;46.7291289272, 8.4465572304
8797;Beckenried, Post;;;;;;;;;;;;;46.9668547556, 8.47524964375
8857;Hasliberg Goldern, Post;;;;;;;;;;;;;46.739659351, 8.19843169697
9004;Bad Ragaz;6.0;;;;0;1;1;1;1;Postautos fahren ab Bahnhofplatz;0;1;47.0103066077, 9.50521579767
9052;Trimmis;;;Untervaz-Trimmis;2.0;0;0;0;0;0;;0;0;46.9081325774, 9.55145806373
9054;Zizers;;;Untervaz-Trimmis;1.0;0;0;0;0;1;;0;0;46.9348427166, 9.5595893726
9057;Malans;;;;;0;0;0;0;1;;0;0;46.9776559235, 9.57371854719
9058;Seewis-Valzeina;;;Malans;6.0;0;0;0;0;1;;0;0;46.9768958201, 9.6325362797
9059;Grüsch;;;Malans;6.0;0;0;0;0;1;;0;0;46.9804929352, 9.64577921297
9061;Furna;;;Küblis;7.0;0;0;0;0;1;;0;0;46.9397805468, 9.70894583053
9061;Furna;;;Jenaz;2.0;0;0;0;0;1;;0;0;46.9397805468, 9.70894583053
9062;Jenaz;;;Küblis;5.0;0;0;0;0;1;Postauto fahren ab Bahnhofplatz;0;0;46.9297493531, 9.71832169529
9065;Saas;;;Klosters Platz;8.0;0;0;0;0;0;;0;0;46.9076485396, 9.8099466307
9066;Serneus;;;Klosters Dorf;3.0;;;;;;;;;46.8937067487, 9.84322862257
9066;Serneus;;;Küblis;7.0;;;;;;;;;46.8937067487, 9.84322862257
9072;Davos Dorf;5.0;;;;0;1;1;1;1;"Anschlussmöglichkeiten: 
- Busse Verkehrsbetriebe Davos
- Postauto Flüelapass-Zernez nur im Sommer";0;0;46.8097194338, 9.84211236596
9072;Davos Dorf;3.0;;;;0;1;1;1;1;"Anschlussmöglichkeiten: 
- Busse Verkehrsbetriebe Davos
- Postauto Flüelapass-Zernez nur im Sommer";0;0;46.8097194338, 9.84211236596
9075;Davos Frauenkirch;;;Davos Platz;4.0;0;0;0;0;1;;0;0;46.7666059301, 9.79924751107
9077;Davos Monstein;;;Filisur;10.0;0;0;0;0;1;;0;0;46.7159071753, 9.76001205478
9150;Chur Stadt;;;Chur;1.0;0;0;0;0;1;;0;0;46.847504756, 9.53116164952
9150;Chur Stadt;;;Arosa;29.0;0;0;0;0;1;;0;0;46.847504756, 9.53116164952
9167;Trin;;;Reichenau-Tamins;5.0;0;0;0;0;0;;0;0;46.8165771033, 9.35952158968
9168;Versam-Safien;;;Reichenau-Tamins;10.0;0;0;0;0;0;;0;0;46.8073793612, 9.31029915406
9177;Rabius-Surrein;;;Disentis/Mustér;13.0;0;0;0;0;0;;0;0;46.732576252, 8.95749683642
9178;Sumvitg-Cumpadials;;;Ilanz;24.0;0;0;0;0;0;;0;0;46.7240775063, 8.93132658293
9179;Disentis/Mustér;;;;;1;1;1;1;1;;0;0;46.7049782556, 8.85502182084
9180;Felsberg;;;Chur;4.0;0;0;0;0;1;;0;0;46.8430982769, 9.48126080896
