didok,stationsbezeichnung,parkrail_anzahl,parkrail_preis_tag,parkrail_preis_monat,parkrail_preis_jahr,parkrail_pflichtig_zeit1,parkrail_pflichtig_zeit2,parkrail_pflichtig_zeit3,parkrail_bemerkung,railtaxitext,railtaxiinfo,mietvelo_bezeichnung,mietvelo_anzahl,mietvelo_bemerkung,veloparking_status_d,veloparking_bemerkung_d,veloparking_abschliessbar,veloparking_abschliessbar_text,carsharing standort_bezeichnung,geopos
17024,Aarberg,29,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Bezug im avec-Shop, Online-Ticket erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,
17025,Bern Bümpliz Süd,32,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,
17028,Avenches,27,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,
144,Buix,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4793218519, 7.02995536103"
5000,Luzern,,,,,,,,Private Parkangebote  / keine Jahreskarten erhältlich,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: links neben Haupteingang, bei Kiss&Rail
Zugehörige Agglomerationsstandorte: Stadt Luzern
Partner: Taxi Ernst Hess AG, Luzern
Gepäckservice SBB: Tel 051 227 32 61",Kindertrailer,1,Ausgabe/Rücknahme der Velos in örtlicher Velostation. Anzahl und Velotypen auf http://www.rentabike.ch/stationen,Immer genügend Veloabstellplätze verfügbar,,1,Velostation http://www.velostation.ch/staedte/luzern.htm,Luzern Bahnhof,"47.0501697679, 8.31017092011"
5114,Erstfeld,33,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Erstfeld Bahnhof,"46.8203404742, 8.6504428878"
5006,Schwyz,14,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Schwyz Bahnhof,"47.0263942922, 8.63213946703"
4307,Courtelary,19,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1756195642, 7.06879653586"
5003,Immensee,8,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,,"47.0916137781, 8.46266014649"
4312,Renan BE,8,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.1257120451, 6.92537048378"
4234,Chambrelien,18,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9671026797, 6.81225337255"
4223,Cornaux,12,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0385599223, 7.0233637328"
4303,"Heutte, La",,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.1894830754, 7.22538868069"
4311,Sonvilier,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1413268967, 6.96934420104"
22,Frenkendorf-Füllinsdorf,27,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","weitere PP in Frenkendorf TOM: Mo-So 06.00 - 20.00, Online-Ticket erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Frenkendorf Bahnhof,"47.501457047, 7.71909156777"
109,Delémont,120,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Verkauf nur vor Ort / Warteliste, Online-Ticket erhältlich.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Delémont Gare,"47.3620006555, 7.35005384248"
27,Gelterkinden,88,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Gelterkinden Bahnhof,"47.4658812396, 7.84765271265"
125,Courgenay,42,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,,"47.4052177358, 7.12419139803"
105,Moutier,119,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Moutier Gare,"47.2806661619, 7.38103944266"
122,Bassecourt,36,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3366812155, 7.24684027661"
25,Itingen,,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4672660009, 7.78720690694"
37,Trimbach,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3660466339, 7.90427743742"
127,Courtemaîche,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4558625333, 7.05537172567"
33,Rümlingen,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4253702718, 7.85052282001"
6302,St. Gallen,39,15,150,1500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich. Monats- und Jahreskarten am Schalter erhältlich,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: bei Fly Rail Baggage, Nähe Taxi-Standplätze
Zugehörige Agglomerationsstandorte: Stadt St. Gallen
Partner: Taxi Herold AG, St. Gallen
Gepäckservice via SBB: Tel 051 228 02 58",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Velostation http://www.velostation.ch/staedte/st_gallen.html,St. Gallen Bahnhof / Appenzeller Bahnen,"47.4231790668, 9.36987712043"
6311,Rorschach,55,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 06:00-20:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-20:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-20:00",Online-Ticket erhältlich.,,,Comfortbike,4,Selbstbedienungs-Station Velobezug / Rückgabe siehe Service / Öffnungszeiten,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Rorschach Bahnhof,"47.4779984016, 9.50513168035"
6209,Flawil,68,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Flawil Bahnhof,"47.4151898192, 9.1897661689"
6211,Arnegg,16,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4420020412, 9.25200601938"
6316,Au SG,20,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4361134139, 9.64124454757"
8005,Burgdorf,155,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte:Kirchberg, Oberburg, Wynigen (ohne Zuschlag nur wenn Richtung Burgdorf).<br>RailTaxi Partner: Aemme-Taxi",Elektrovelo,50,Velostation: 034 422 42 46 oder unter www.rentabike.ch,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Velostation http://www.velostation.ch/de/velostationen/burgdorf/,Burgdorf Bahnhof,"47.0606957305, 7.62168894507"
8008,Herzogenbuchsee,99,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Gepäckschalter,Herzogenbuchsee Bahnhof,"47.1880813308, 7.70094642682"
6317,Heerbrugg,79,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Heerbrugg Bahnhof,"47.4103853071, 9.62724352946"
7005,Rubigen,39,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Rubigen Bahnhof,"46.8991669832, 7.54536675759"
8003,Hindelbank,34,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0495566966, 7.54540041758"
8102,Murgenthal,15,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 06:00-18:00","Mo,Tu,We,Th,Fr,Sa,Su 06:00-18:00",,Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.2653781303, 7.83209989652"
8201,Tägertschi,12,4,30,300,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.8822805305, 7.58083441962"
8004,Lyssach,10,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0637570394, 7.58131288633"
7008,Kiesen,73,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.8189418961, 7.57549215033"
8204,Bowil,24,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9000392939, 7.69804937934"
8206,Emmenmatt,16,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9481501375, 7.74728949511"
8212,Hasle LU,6,0,0,0,,,,Anlage auf Gemeindegebiet,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Hasle - Rüegsau Bahnhof,"46.9781486338, 8.04696371624"
15996,Hünenberg Zythus,72,,60,600,,,,Bezug/Bewirtschaftung bei Gde Hünenberg,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Hünenberg See Zythus,"47.17360308, 8.45007424526"
17030,Murten,68,8,60,600,,,,Online-Ticket erhältlich.,,,Kinderanhänger,4,"Ausgabe/Rücknahme der Velos in örtlicher Basis Rent a Bike
Mietvertrag am Billettschalter",Immer genügend Veloabstellplätze verfügbar,,0,,,
17030,Murten,68,8,60,600,,,,Online-Ticket erhältlich.,,,Elektrovelo,86,"Ausgabe/Rücknahme der Velos in örtlicher Basis Rent a Bike
Mietvertrag am Billettschalter",Immer genügend Veloabstellplätze verfügbar,,0,,,
17030,Murten,68,8,60,600,,,,Online-Ticket erhältlich.,,,Kindervelo,6,"Ausgabe/Rücknahme der Velos in örtlicher Basis Rent a Bike
Mietvertrag am Billettschalter",Immer genügend Veloabstellplätze verfügbar,,0,,,
9417,Murg,3,0,0,0,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.1131764998, 9.21502492933"
16444,Kerzers Papiliorama,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.9897702508, 7.19927693136"
17010,Riehen Niederholz,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.5694725877, 7.63344173885"
9405,Räfis-Burgerau,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1499462602, 9.48516673222"
17030,Murten,68,8,60,600,,,,Online-Ticket erhältlich.,,,Kindertrailer,4,"Ausgabe/Rücknahme der Velos in örtlicher Basis Rent a Bike
Mietvertrag am Billettschalter",Immer genügend Veloabstellplätze verfügbar,,0,,,
5301,Lugano-Paradiso,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"45.9889500461, 8.94627572854"
4300,Biel/Bienne,140,8,80,800,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Warteliste 6 Monate, Barrierenanlage / Verkauf nur vor Ort",Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: beim Eingang SBB Reisebüro
Zugehörige Agglomerationsstandorte: Bözingen, Mett, Nidau, Port, Vingelz
Partner: Joker Taxi Zentrale GmbH, Brügg b. Biel",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Velostation http://www.velostation.ch/staedte/biel.htm,Biel / Bienne Bahnhof,"47.1328920532, 7.24290845288"
4414,Lyss,116,6,60,600,,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Monats- und Jahreskarten am Schalter nur vor Ort,,,Kindervelo,1,Abschliessbare Velostation: Ja,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Velostation http://www.velostation.ch/de/velostationen/lyss/,Lyss Bahnhof,"47.0763151407, 7.30629081519"
5201,Airolo,39,5,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 07:00-19:00",Online-Ticket erhältlich.,,,Kindervelo,6,Ausgabe/Rücknahme der Velos in örtlicher Basis Rent a Bike - Rückgabe der Velo am Bahnhof: bis 17.30,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.5275264817, 8.6086051345"
4232,Corcelles-Peseux,13,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,Corcelles Gare Corcelles-Peseux,"46.9833400639, 6.88380561207"
4310,St-Imier,26,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,St. Imier Gare,"47.151698154, 7.00121493749"
4301,Frinvillier-Taubenloch,4,4,40,400,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1694441249, 7.25752019856"
4419,Biel Mett,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.1447131206, 7.27247559035"
4229,Tüscherz,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.1149950289, 7.19730481483"
4309,Villeret,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.1601953195, 7.01967397553"
4236,"Geneveys-sur-Coffrane, Les",,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.015085057, 6.85321349712"
1609,Brig,55,8,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Angaben für Anlage Süd / Anlage Nord mit 69 PP, Preise 4.-/Tag 40.-/Monat Online-Ticket erhältlich.",Gratisnummer 0800 44 22 66,"Treffpunkt RailTaxi: neben Haupteingang
Zugehörige Agglomerationsstandorte: Brig, Glis
Partner: Taxi Aletsch, Brig-Glis",Kindervelo,1,Selbstbedienungs-Station,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Gepäckschalter,Brig Bahnhof,"46.3194210071, 7.98809158467"
2113,Aarau,74,,,,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Tickets an der Parkuhr lösen, keine P+Rail-Abos.",Gratisnummer 0800 44 22 66,"Zugehörige Agglomerationsstandorte: Erlinsbach, Küttigen, Rombach, Rohr, Buchs, Suhr, Biberstein.<br>Partner: Aare- & Piccolo TAXI Aarau",,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,1,Velostation http://www.velostation-aarau.ch,Aarau Bahnhof,"47.3913553369, 8.05125354274"
2114,Rupperswil,22,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4032880043, 8.12694494762"
2004,Dagmersellen,28,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.2175519872, 7.97901545049"
2000,Aarburg-Oftringen,25,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 08:00-19:00","Mo,Tu,We,Th,Fr,Sa,Su 08:00-19:00",,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Aarburg Bahnhof,"47.3202667174, 7.90820373354"
2030,Seon,13,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3461400227, 8.15878995065"
2101,Kölliken,7,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3372920119, 8.0264455205"
2120,Küngoldingen,2,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3019656073, 7.94169493557"
2032,Boniswil,8,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.3150345145, 8.1845453245"
2028,Emmenbrücke Gersag,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.0783132004, 8.27679952708"
3000,Zürich HB,,,,,,,,,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Bei Gleis 18, vis à vis Polizei, Nähe Taxi Standplätze<br/>Einsatzgebiet: Zürich (ganzes Stadtgebiet), Zürich-Flughafen, Glattbrugg, Kloten<br/>Partner: Taxi 444 AG, Zürich",Comfortbike,2,.,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/de/velostationen/zuerich-2/,Zürich Altstetten Bahnhof,"47.3781765756, 8.54019221036"
3000,Zürich HB,,,,,,,,,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Bei Gleis 18, vis à vis Polizei, Nähe Taxi Standplätze<br/>Einsatzgebiet: Zürich (ganzes Stadtgebiet), Zürich-Flughafen, Glattbrugg, Kloten<br/>Partner: Taxi 444 AG, Zürich",Elektrovelo,10,.,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/de/velostationen/zuerich-2/,Zürich Zollstrasse,"47.3781765756, 8.54019221036"
3000,Zürich HB,,,,,,,,,Gratisnummer 0800 44 22 66,"RailTaxi Treffpunkt: Bei Gleis 18, vis à vis Polizei, Nähe Taxi Standplätze<br/>Einsatzgebiet: Zürich (ganzes Stadtgebiet), Zürich-Flughafen, Glattbrugg, Kloten<br/>Partner: Taxi 444 AG, Zürich",Comfortbike,2,.,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,1,Velostation http://www.velostation.ch/de/velostationen/zuerich-2/,Zürich Zollstrasse,"47.3781765756, 8.54019221036"
2204,Zug,200,12,90,900,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich. Monats- und Jahreskarten nur mit Streckenabo Zug-Luzern/Zürich oder weiter. Keine Parkkarten mit ZugerPass.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Zug Güterbahnhof / Ökihof,"47.1736230527, 8.51529569481"
2213,Wohlen,63,6,60,600,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Wohlen (AG) Bahnhof,"47.3484618374, 8.26978121872"
2214,Boswil-Bünzen,32,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"47.305174603, 8.31527271204"
2247,Birr,34,0,0,0,,,,"Parkplätze auf Gemeindegebiet, parkieren nur möglich mit Gratisparkkarte der Gemeinde Birr.",,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4358394568, 8.21765486787"
2237,Lupfig,10,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4451758366, 8.21496733295"
2300,Zug Postplatz,,,,,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.168273486, 8.51691604796"
2128,Holderbank AG,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"47.4286345989, 8.16659869889"
4134,Payerne,86,5,50,500,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich,,,,,,Immer genügend Veloabstellplätze verfügbar,,1,Gepäckschalter,Payerne Gare,"46.8196387484, 6.93987910663"
4122,Granges-Marnand,17,4,40,400,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",Online-Ticket erhältlich.,,,,,,"Knappe Verfügbarkeit von Veloabstellplätzen, teilweise überbelegt",,0,,,"46.7588357696, 6.89428928731"
4028,Rosé,15,3,30,300,"Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00","Mo,Tu,We,Th,Fr,Sa,Su 00:00-24:00",2. Parking «Agglo»,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.7826234886, 7.06196897192"
4029,Matran,7,0,0,0,,,,,Gratisnummer 0800 44 22 66,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.7889298851, 7.09632979027"
4123,Corcelles-Nord,7,0,0,0,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,,"46.8352524718, 6.96028758905"
4105,Niederwangen,,,,,,,,,,,,,,Immer genügend Veloabstellplätze verfügbar,,0,,Niederwangen Bahnhof,"46.9255005385, 7.37645035983"
4019,Bressonnaz,,,,,,,,,,,,,,"Normalerweise genügend Veloabstellplätze verfügbar, teilweise voll belegt",,0,,,"46.6531450954, 6.7912628257"
